Participant,Format,FixationIndex,FixationDuration,treebg,treetotal,treerainy,treesunny,treerl,treerh,treesl,treesh,treequestion,vennbg,vennrh,vennrl,vennsl,venntotal,vennquestion
33,tree,16,117,1,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA
33,tree,17,133,1,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA
33,tree,18,167,1,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA
33,tree,19,133,1,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA
33,tree,20,367,1,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA
33,tree,21,167,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
33,tree,22,133,1,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA
33,tree,23,133,1,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA
33,tree,24,134,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
33,tree,25,100,1,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA
33,tree,26,117,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
33,tree,27,183,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
33,tree,28,100,1,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA
33,tree,29,117,1,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA
33,tree,30,150,1,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA
33,tree,31,150,1,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA
33,tree,32,200,1,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA
33,tree,33,217,1,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA
33,tree,34,267,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
33,tree,35,117,1,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA
33,tree,36,150,1,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA
33,tree,37,283,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
33,tree,38,100,1,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA
33,tree,39,383,1,0,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA
33,tree,40,550,1,0,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA
33,tree,41,450,1,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA
33,tree,42,83,1,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA
34,tree,1,167,1,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
34,tree,2,283,1,0,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
34,tree,3,100,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
34,tree,4,134,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
34,tree,5,200,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
34,tree,6,200,1,0,0,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA
34,tree,7,117,1,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA
34,tree,8,117,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
34,tree,9,217,1,0,0,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA
34,tree,10,233,1,0,0,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA
34,tree,11,317,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
34,tree,12,133,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
34,tree,13,350,1,0,0,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA
34,tree,14,217,1,0,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
34,tree,15,150,1,0,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
34,tree,16,133,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
34,tree,17,352,1,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA
34,tree,18,117,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
34,tree,19,117,1,0,0,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA
34,tree,20,183,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
34,tree,21,283,1,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA
34,tree,22,167,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
34,tree,23,183,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
34,tree,24,167,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
34,tree,25,150,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
34,tree,26,133,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
34,tree,27,83,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
34,tree,28,217,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
34,tree,29,300,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
34,tree,30,133,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
34,tree,31,183,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
34,tree,32,83,1,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA
34,tree,33,133,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
34,tree,34,133,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
34,tree,35,83,1,0,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
34,tree,36,383,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
34,tree,37,83,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
34,tree,38,217,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
34,tree,39,100,1,0,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA
34,tree,40,233,1,0,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA
34,tree,41,83,1,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA
34,tree,42,133,1,0,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA
34,tree,43,250,1,0,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA
34,tree,44,83,1,0,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA
34,tree,45,117,1,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA
34,tree,46,167,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
34,tree,47,633,1,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA
34,tree,48,217,1,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA
34,tree,49,184,1,0,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA
34,tree,50,83,1,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA
34,tree,51,167,1,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA
34,tree,52,117,1,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA
34,tree,53,716,1,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA
34,tree,54,150,1,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA
34,tree,55,200,1,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA
34,tree,56,367,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
34,tree,57,383,1,0,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA
34,tree,58,117,1,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA
34,tree,59,150,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
34,tree,60,83,1,0,0,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA
34,tree,61,100,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
34,tree,62,117,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
34,tree,63,117,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
34,tree,64,117,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
34,tree,65,83,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
34,tree,66,217,1,0,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
34,tree,67,217,1,0,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA
34,tree,68,200,1,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA
34,tree,69,183,1,0,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
34,tree,70,167,1,0,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA
34,tree,71,167,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
34,tree,72,167,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
34,tree,73,117,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
34,tree,74,100,1,0,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA
34,tree,75,433,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
34,tree,76,167,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
34,tree,77,333,1,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
34,tree,78,200,1,0,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
34,tree,79,117,1,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA
34,tree,80,133,1,0,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA
34,tree,81,150,1,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA
34,tree,82,133,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
34,tree,83,100,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
36,tree,1,133,1,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA
36,tree,2,367,1,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA
36,tree,3,84,1,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA
36,tree,4,200,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
36,tree,5,100,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
36,tree,6,126,1,0,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
36,tree,7,100,1,0,0,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA
36,tree,8,133,1,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA
36,tree,9,83,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
36,tree,10,83,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
36,tree,11,100,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
36,tree,12,167,1,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA
36,tree,13,83,1,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA
36,tree,14,100,1,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA
36,tree,15,132,1,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA
37,tree,1,100,1,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
37,tree,2,133,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
37,tree,3,200,1,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA
37,tree,4,133,1,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA
37,tree,5,117,1,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA
37,tree,6,150,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
37,tree,7,217,1,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA
37,tree,8,150,1,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA
37,tree,9,267,1,0,0,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA
37,tree,10,233,1,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA
37,tree,11,267,1,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA
37,tree,12,217,1,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA
37,tree,13,133,1,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA
37,tree,14,150,1,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA
37,tree,15,317,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
37,tree,16,133,1,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA
37,tree,17,100,1,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA
37,tree,18,100,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
37,tree,19,333,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
37,tree,20,83,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
37,tree,21,150,1,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA
37,tree,22,217,1,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA
37,tree,23,117,1,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA
37,tree,24,83,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
37,tree,25,100,1,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA
37,tree,26,83,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
37,tree,27,200,1,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA
37,tree,28,117,1,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA
37,tree,29,317,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
37,tree,30,100,1,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA
37,tree,31,217,1,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA
39,tree,1,83,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
39,tree,2,183,1,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA
39,tree,3,300,1,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA
39,tree,4,83,1,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA
39,tree,5,83,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
39,tree,6,167,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
39,tree,7,167,1,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA
39,tree,8,150,1,0,0,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA
39,tree,9,133,1,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA
39,tree,10,83,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
39,tree,11,150,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
39,tree,12,83,1,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA
39,tree,13,83,1,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA
39,tree,14,133,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
39,tree,15,100,1,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA
39,tree,16,233,1,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA
39,tree,17,150,1,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA
39,tree,18,117,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
39,tree,19,150,1,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA
39,tree,20,100,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
39,tree,21,167,1,0,0,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA
39,tree,22,100,1,0,0,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA
39,tree,23,133,1,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA
39,tree,24,133,1,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA
39,tree,25,350,1,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA
39,tree,26,267,1,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA
39,tree,27,83,1,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA
39,tree,28,83,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
39,tree,29,117,1,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA
39,tree,30,100,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
39,tree,31,183,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
39,tree,32,83,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
39,tree,33,150,1,0,0,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA
39,tree,34,250,1,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA
39,tree,35,133,1,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA
39,tree,36,233,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
39,tree,37,83,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
40,tree,1,167,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
40,tree,2,150,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
40,tree,3,183,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
40,tree,4,217,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
40,tree,5,250,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
40,tree,6,417,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
40,tree,7,183,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
40,tree,8,267,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
40,tree,9,183,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
40,tree,10,167,1,0,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA
40,tree,11,133,1,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA
40,tree,12,316,1,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA
40,tree,13,83,1,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA
40,tree,14,100,1,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA
40,tree,15,167,1,0,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA
40,tree,16,200,1,0,0,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA
40,tree,17,483,1,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA
40,tree,18,133,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
40,tree,19,300,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
40,tree,20,200,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
40,tree,21,150,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
40,tree,22,250,1,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA
40,tree,23,350,1,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA
40,tree,24,100,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
40,tree,25,233,1,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA
40,tree,26,183,1,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA
40,tree,27,83,1,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA
40,tree,28,100,1,0,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA
40,tree,29,217,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
40,tree,30,333,1,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA
40,tree,31,150,1,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA
40,tree,32,250,1,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA
40,tree,33,117,1,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA
40,tree,34,100,1,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA
40,tree,35,300,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
40,tree,36,133,1,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA
40,tree,37,83,1,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA
40,tree,38,167,1,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA
40,tree,39,117,1,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA
40,tree,40,133,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
40,tree,41,150,1,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA
40,tree,42,133,1,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA
40,tree,43,200,1,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA
40,tree,44,83,1,0,0,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA
40,tree,45,467,1,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA
40,tree,46,167,1,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA
40,tree,47,150,1,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA
40,tree,48,150,1,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA
40,tree,49,150,1,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA
40,tree,50,217,1,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA
40,tree,51,217,1,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA
40,tree,52,233,1,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA
40,tree,53,150,1,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA
40,tree,54,483,1,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA
40,tree,55,167,1,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA
40,tree,56,267,1,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA
40,tree,57,317,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
40,tree,58,233,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
40,tree,59,200,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
40,tree,60,167,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
40,tree,61,250,1,0,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
40,tree,62,100,1,0,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
40,tree,63,600,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
35,tree,1,117,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
35,tree,2,135,1,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA
35,tree,3,100,1,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA
35,tree,4,100,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
35,tree,5,134,1,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
35,tree,6,133,1,0,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
35,tree,7,167,1,0,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
35,tree,8,117,1,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA
35,tree,9,200,1,0,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA
35,tree,10,83,1,0,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
35,tree,11,134,1,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA
35,tree,12,202,1,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA
35,tree,13,117,1,0,0,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA
35,tree,14,217,1,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA
35,tree,15,133,1,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA
35,tree,16,83,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
35,tree,17,169,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
35,tree,18,333,1,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA
35,tree,19,1000,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
35,tree,20,117,1,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA
35,tree,21,133,1,0,0,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA
35,tree,22,284,1,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA
35,tree,23,150,1,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA
35,tree,24,150,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
35,tree,25,117,1,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA
41,tree,1,200,1,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
41,tree,2,133,1,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
41,tree,3,168,1,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
41,tree,4,517,1,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA
41,tree,5,316,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
41,tree,6,150,1,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA
41,tree,7,100,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
41,tree,8,133,1,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA
41,tree,9,83,1,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA
41,tree,10,184,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
41,tree,11,150,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
41,tree,12,217,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
41,tree,13,150,1,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA
41,tree,14,100,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
41,tree,15,117,1,0,0,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA
41,tree,16,134,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
41,tree,17,150,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
41,tree,18,100,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
41,tree,19,133,1,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
41,tree,20,117,1,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA
41,tree,21,133,1,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA
41,tree,22,134,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
41,tree,23,100,1,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA
41,tree,24,183,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
41,tree,25,83,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
41,tree,26,167,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
41,tree,27,100,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
41,tree,28,167,1,0,0,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA
